Date,XLF
2007-06-05,30.658002853393555
2007-06-06,30.39805030822754
2007-06-07,29.88627052307129
2007-06-08,30.235580444335938
2007-06-11,30.373680114746094
2007-06-12,29.959383010864258
2007-06-13,30.528026580810547
2007-06-14,30.479284286499023
2007-06-15,30.422420501708984
2007-06-18,30.414297103881836
2007-06-19,30.544273376464844
2007-06-20,30.00812339782715
2007-06-21,30.05686378479004
2007-06-22,29.675060272216797
2007-06-25,29.43947982788086
2007-06-26,29.16328239440918
2007-06-27,29.60194969177246
2007-06-28,29.55320930480957
2007-06-29,29.39073944091797
2007-07-02,29.642566680908203
2007-07-03,29.902517318725586
2007-07-05,29.65069007873535
2007-07-06,29.796913146972656
2007-07-09,29.675060272216797
2007-07-10,29.04955291748047
2007-07-11,29.147035598754883
2007-07-12,29.683183670043945
2007-07-13,29.796913146972656
2007-07-16,29.691307067871094
2007-07-17,29.788789749145508
2007-07-18,29.406986236572266
2007-07-19,29.30950355529785
2007-07-20,28.797725677490234
2007-07-23,28.781478881835938
2007-07-24,28.058488845825195
2007-07-25,28.188465118408203
2007-07-26,27.522340774536133
2007-07-27,27.091794967651367
2007-07-30,27.603574752807617
2007-07-31,26.726238250732422
2007-08-01,27.02680778503418
2007-08-02,27.205524444580078
2007-08-03,26.043867111206055
2007-08-06,27.376117706298828
2007-08-07,27.57107925415039
2007-08-08,28.229082107543945
2007-08-09,27.213647842407227
2007-08-10,27.091794967651367
2007-08-13,26.84809112548828
2007-08-14,26.376928329467773
2007-08-15,26.141347885131836
2007-08-16,26.929325103759766
2007-08-17,28.0259952545166
2007-08-20,27.652315139770508
2007-08-21,27.847278594970703
2007-08-22,27.92038917541504
2007-08-23,27.96100616455078
2007-08-24,28.058488845825195
2007-08-27,27.733549118041992
2007-08-28,26.90495491027832
2007-08-29,27.229894638061523
2007-08-30,27.059301376342773
2007-08-31,27.41673469543457
2007-09-04,27.627944946289062
2007-09-05,27.29488182067871
2007-09-06,27.091794967651367
2007-09-07,26.815597534179688
2007-09-10,26.726238250732422
2007-09-11,27.002437591552734
